filename,audio_path,transcript,region
sentence_17.wav,dataset/chunks/barishal/bar_cate_02/sentence_17.wav,ডানদিকে গেলে কি হাসপাতাল?,barishal
sentence_18.wav,dataset/chunks/barishal/bar_cate_02/sentence_18.wav,বামদিকে মোড় নিন।,barishal
sentence_19.wav,dataset/chunks/barishal/bar_cate_02/sentence_19.wav,সোজা এগিয়ে যান।,barishal
sentence_20.wav,dataset/chunks/barishal/bar_cate_02/sentence_20.wav,এই জায়গাটা কত দূরে?,barishal
sentence_21.wav,dataset/chunks/barishal/bar_cate_02/sentence_21.wav,হাঁটলে কত সময় লাগবে?,barishal
sentence_22.wav,dataset/chunks/barishal/bar_cate_02/sentence_22.wav,গাড়ি পাওয়া যাবে কোথায়?,barishal
sentence_23.wav,dataset/chunks/barishal/bar_cate_02/sentence_23.wav,এখানে কি উবার পাওয়া যায়?,barishal
sentence_24.wav,dataset/chunks/barishal/bar_cate_02/sentence_24.wav,আপনি কি আমাকে পথ দেখাতে পারবেন?,barishal
sentence_25.wav,dataset/chunks/barishal/bar_cate_02/sentence_25.wav,এই রাস্তা কি নিরাপদ?,barishal
sentence_26.wav,dataset/chunks/barishal/bar_cate_02/sentence_26.wav,এখানে কি পার্কিং আছে?,barishal
sentence_27.wav,dataset/chunks/barishal/bar_cate_02/sentence_27.wav,গাড়ি রাখার জায়গা কোথায়?,barishal
sentence_28.wav,dataset/chunks/barishal/bar_cate_02/sentence_28.wav,এই ট্রেন কি সময়মতো আসবে?,barishal
sentence_29.wav,dataset/chunks/barishal/bar_cate_02/sentence_29.wav,বাসে কি সিট খালি আছে?,barishal
sentence_30.wav,dataset/chunks/barishal/bar_cate_02/sentence_30.wav,এই বাস কি সরাসরি যাবে?,barishal
sentence_31.wav,dataset/chunks/barishal/bar_cate_02/sentence_31.wav,মাঝপথে কি নামতে পারবো?,barishal
sentence_32.wav,dataset/chunks/barishal/bar_cate_02/sentence_32.wav,আমাকে পরের স্টপে নামিয়ে দিন।,barishal
sentence_33.wav,dataset/chunks/barishal/bar_cate_02/sentence_33.wav,এই রাস্তা কি শর্টকাট?,barishal
sentence_34.wav,dataset/chunks/barishal/bar_cate_02/sentence_34.wav,এখানে কি ট্যাক্সি স্ট্যান্ড আছে?,barishal
sentence_35.wav,dataset/chunks/barishal/bar_cate_02/sentence_35.wav,গন্তব্যে পৌঁছাতে কত সময় লাগবে?,barishal
sentence_36.wav,dataset/chunks/barishal/bar_cate_02/sentence_36.wav,রিকশা কি পাওয়া যাবে?,barishal
sentence_37.wav,dataset/chunks/barishal/bar_cate_02/sentence_37.wav,ট্রেন কি দেরি করছে?,barishal
sentence_38.wav,dataset/chunks/barishal/bar_cate_02/sentence_38.wav,এই বাস কোথায় থামে?,barishal
sentence_39.wav,dataset/chunks/barishal/bar_cate_02/sentence_39.wav,আপনারা কি রাতের বাস চালান?,barishal
sentence_40.wav,dataset/chunks/barishal/bar_cate_02/sentence_40.wav,শেষ বাস কখন?,barishal
sentence_41.wav,dataset/chunks/barishal/bar_cate_02/sentence_41.wav,এই রাস্তা কি বন্ধ?,barishal
sentence_42.wav,dataset/chunks/barishal/bar_cate_02/sentence_42.wav,বিকল্প রাস্তা কোনটি?,barishal
sentence_43.wav,dataset/chunks/barishal/bar_cate_02/sentence_43.wav,এখানে কি সিগন্যাল আছে?,barishal
sentence_44.wav,dataset/chunks/barishal/bar_cate_02/sentence_44.wav,রাস্তা কি মেরামত হচ্ছে?,barishal
sentence_45.wav,dataset/chunks/barishal/bar_cate_02/sentence_45.wav,আমাকে বিশ্ববিদ্যালয়ে যেতে হবে।,barishal
sentence_46.wav,dataset/chunks/barishal/bar_cate_02/sentence_46.wav,বিশ্ববিদ্যালয়ের বাস কোথা থেকে ছাড়ে?,barishal
sentence_47.wav,dataset/chunks/barishal/bar_cate_02/sentence_47.wav,টিকিটের দাম কত?,barishal
sentence_48.wav,dataset/chunks/barishal/bar_cate_02/sentence_48.wav,এখানে কি মেট্রো স্টেশন আছে?,barishal
sentence_49.wav,dataset/chunks/barishal/bar_cate_02/sentence_49.wav,মেট্রো কখন ছাড়ে?,barishal
sentence_50.wav,dataset/chunks/barishal/bar_cate_02/sentence_50.wav,এই রাস্তা কি প্রধান সড়ক?,barishal
sentence_51.wav,dataset/chunks/barishal/bar_cate_02/sentence_51.wav,আমাকে থানায় যেতে হবে।,barishal
sentence_52.wav,dataset/chunks/barishal/bar_cate_02/sentence_52.wav,পুলিশ স্টেশন কোথায়?,barishal
sentence_53.wav,dataset/chunks/barishal/bar_cate_02/sentence_53.wav,এই এলাকায় কি বাস চলে?,barishal
sentence_54.wav,dataset/chunks/barishal/bar_cate_02/sentence_54.wav,এখানে কি সিএনজি পাওয়া যায়?,barishal
sentence_55.wav,dataset/chunks/barishal/bar_cate_02/sentence_55.wav,আমাকে দ্রুত পৌঁছাতে হবে।,barishal
sentence_56.wav,dataset/chunks/barishal/bar_cate_02/sentence_56.wav,এখানে কি ফেরি ঘাট আছে?,barishal
sentence_57.wav,dataset/chunks/barishal/bar_cate_02/sentence_57.wav,ফেরি কখন ছাড়বে?,barishal
sentence_58.wav,dataset/chunks/barishal/bar_cate_02/sentence_58.wav,নদী পার হতে কত সময় লাগবে?,barishal
sentence_59.wav,dataset/chunks/barishal/bar_cate_02/sentence_59.wav,এই ট্রেন কি এক্সপ্রেস?,barishal
sentence_60.wav,dataset/chunks/barishal/bar_cate_02/sentence_60.wav,এখানে কি বাস বদলাতে হবে?,barishal
sentence_61.wav,dataset/chunks/barishal/bar_cate_02/sentence_61.wav,এই বাস কি এয়ারকন্ডিশন্ড?,barishal
sentence_62.wav,dataset/chunks/barishal/bar_cate_02/sentence_62.wav,রাস্তায় কি টোল দিতে হয়?,barishal
sentence_63.wav,dataset/chunks/barishal/bar_cate_02/sentence_63.wav,টোল কত?,barishal
sentence_64.wav,dataset/chunks/barishal/bar_cate_02/sentence_64.wav,এখানে কি রাস্তা নিরাপদ রাতে?,barishal
sentence_65.wav,dataset/chunks/barishal/bar_cate_02/sentence_65.wav,আমি পথ হারিয়ে ফেলেছি।,barishal
sentence_66.wav,dataset/chunks/barishal/bar_cate_02/sentence_66.wav,আমাকে মানচিত্র দেখাতে পারবেন?,barishal
sentence_67.wav,dataset/chunks/barishal/bar_cate_02/sentence_67.wav,কাছাকাছি কোন হোটেল আছে?,barishal
sentence_68.wav,dataset/chunks/barishal/bar_cate_02/sentence_68.wav,এই এলাকা কি শহরের ভেতরে?,barishal
sentence_69.wav,dataset/chunks/barishal/bar_cate_02/sentence_69.wav,এখানে কি ট্রাফিক বেশি?,barishal
sentence_70.wav,dataset/chunks/barishal/bar_cate_02/sentence_70.wav,আমাকে সঠিক দিকটি বলুন।,barishal
sentence_01.wav,dataset/chunks/barishal/bar_cate_03/sentence_01.wav,এই জিনিসটির দাম কত?,barishal
sentence_02.wav,dataset/chunks/barishal/bar_cate_03/sentence_02.wav,দাম একটু কম হবে?,barishal
sentence_03.wav,dataset/chunks/barishal/bar_cate_03/sentence_03.wav,এক কেজি চাল দিন।,barishal
sentence_04.wav,dataset/chunks/barishal/bar_cate_03/sentence_04.wav,আধা কেজি চিনি দিন।,barishal
sentence_05.wav,dataset/chunks/barishal/bar_cate_03/sentence_05.wav,এটা কি দেশি পণ্য?,barishal
sentence_06.wav,dataset/chunks/barishal/bar_cate_03/sentence_06.wav,এটা কি বিদেশি পণ্য?,barishal
sentence_07.wav,dataset/chunks/barishal/bar_cate_03/sentence_07.wav,একটু ভালো মানের দেখান।,barishal
sentence_08.wav,dataset/chunks/barishal/bar_cate_03/sentence_08.wav,এর থেকে সস্তা কিছু আছে?,barishal
sentence_09.wav,dataset/chunks/barishal/bar_cate_03/sentence_09.wav,এটা খুব দামী।,barishal
sentence_10.wav,dataset/chunks/barishal/bar_cate_03/sentence_10.wav,আমি এটা কিনতে চাই।,barishal
sentence_11.wav,dataset/chunks/barishal/bar_cate_03/sentence_11.wav,আপনার কাছে কি তাজা সবজি আছে?,barishal
sentence_12.wav,dataset/chunks/barishal/bar_cate_03/sentence_12.wav,এই ফলগুলো কি আজকের?,barishal
sentence_13.wav,dataset/chunks/barishal/bar_cate_03/sentence_13.wav,এক ডজন ডিম দিন।,barishal
sentence_14.wav,dataset/chunks/barishal/bar_cate_03/sentence_14.wav,কত টাকা হলো?,barishal
sentence_15.wav,dataset/chunks/barishal/bar_cate_03/sentence_15.wav,আমি নগদ পরিশোধ করবো।,barishal
sentence_16.wav,dataset/chunks/barishal/bar_cate_03/sentence_16.wav,মোবাইল ব্যাংকিং নেওয়া হয়?,barishal
sentence_17.wav,dataset/chunks/barishal/bar_cate_03/sentence_17.wav,বিকাশে টাকা দিতে পারি?,barishal
sentence_18.wav,dataset/chunks/barishal/bar_cate_03/sentence_18.wav,একটি ব্যাগ দেবেন?,barishal
sentence_19.wav,dataset/chunks/barishal/bar_cate_03/sentence_19.wav,এই কাপড়ের রং কি উঠবে?,barishal
sentence_20.wav,dataset/chunks/barishal/bar_cate_03/sentence_20.wav,এই শার্টের অন্য সাইজ আছে?,barishal
sentence_21.wav,dataset/chunks/barishal/bar_cate_03/sentence_21.wav,ছোট সাইজ দেখান।,barishal
sentence_22.wav,dataset/chunks/barishal/bar_cate_03/sentence_22.wav,বড় সাইজ আছে?,barishal
sentence_23.wav,dataset/chunks/barishal/bar_cate_03/sentence_23.wav,আমি নীল রঙেরটি চাই।,barishal
sentence_24.wav,dataset/chunks/barishal/bar_cate_03/sentence_24.wav,অন্য রং আছে?,barishal
sentence_25.wav,dataset/chunks/barishal/bar_cate_03/sentence_25.wav,এটা কি আসল পণ্য?,barishal
sentence_26.wav,dataset/chunks/barishal/bar_cate_03/sentence_26.wav,গ্যারান্টি আছে?,barishal
sentence_27.wav,dataset/chunks/barishal/bar_cate_03/sentence_27.wav,রসিদ দিন।,barishal
sentence_28.wav,dataset/chunks/barishal/bar_cate_03/sentence_28.wav,আমি পরে এসে নেব।,barishal
sentence_29.wav,dataset/chunks/barishal/bar_cate_03/sentence_29.wav,এটা কি ছাড়ে দেওয়া যাবে?,barishal
sentence_30.wav,dataset/chunks/barishal/bar_cate_03/sentence_30.wav,আজ কি কোনো অফার আছে?,barishal
sentence_31.wav,dataset/chunks/barishal/bar_cate_03/sentence_31.wav,আমি পাইকারি কিনতে চাই।,barishal
sentence_32.wav,dataset/chunks/barishal/bar_cate_03/sentence_32.wav,পাইকারি দাম কত?,barishal
sentence_33.wav,dataset/chunks/barishal/bar_cate_03/sentence_33.wav,এই পণ্যটি নতুন এসেছে?,barishal
sentence_34.wav,dataset/chunks/barishal/bar_cate_03/sentence_34.wav,এর মেয়াদ কতদিন?,barishal
sentence_35.wav,dataset/chunks/barishal/bar_cate_03/sentence_35.wav,এই ওষুধের মেয়াদ শেষ হয়েছে?,barishal
sentence_36.wav,dataset/chunks/barishal/bar_cate_03/sentence_36.wav,আমাকে ভালো মানের চাল দিন।,barishal
sentence_37.wav,dataset/chunks/barishal/bar_cate_03/sentence_37.wav,এই মাছটি কি তাজা?,barishal
sentence_38.wav,dataset/chunks/barishal/bar_cate_03/sentence_38.wav,এই মাংস কত কেজি?,barishal
sentence_39.wav,dataset/chunks/barishal/bar_cate_03/sentence_39.wav,এক কেজির কম হবে না।,barishal
sentence_40.wav,dataset/chunks/barishal/bar_cate_03/sentence_40.wav,একটু কম করে দিন।,barishal
sentence_41.wav,dataset/chunks/barishal/bar_cate_03/sentence_41.wav,আমি দরদাম করতে চাই।,barishal
sentence_42.wav,dataset/chunks/barishal/bar_cate_03/sentence_42.wav,চূড়ান্ত দাম কত?,barishal
sentence_43.wav,dataset/chunks/barishal/bar_cate_03/sentence_43.wav,এই জুতাটি কি টেকসই?,barishal
sentence_44.wav,dataset/chunks/barishal/bar_cate_03/sentence_44.wav,এই মোবাইলের দাম কত?,barishal
sentence_45.wav,dataset/chunks/barishal/bar_cate_03/sentence_45.wav,এই ফোনে কি গ্যারান্টি আছে?,barishal
sentence_46.wav,dataset/chunks/barishal/bar_cate_03/sentence_46.wav,চার্জারটি আলাদা কিনতে হবে?,barishal
sentence_47.wav,dataset/chunks/barishal/bar_cate_03/sentence_47.wav,এটি কি ক্যাশ অন ডেলিভারি?,barishal
sentence_48.wav,dataset/chunks/barishal/bar_cate_03/sentence_48.wav,আমি অর্ডার দিতে চাই।,barishal
sentence_49.wav,dataset/chunks/barishal/bar_cate_03/sentence_49.wav,পণ্যটি কখন ডেলিভারি হবে?,barishal
sentence_50.wav,dataset/chunks/barishal/bar_cate_03/sentence_50.wav,এই দোকান কখন বন্ধ হয়?,barishal
sentence_51.wav,dataset/chunks/barishal/bar_cate_03/sentence_51.wav,আমি একটা উপহার কিনতে চাই।,barishal
sentence_52.wav,dataset/chunks/barishal/bar_cate_03/sentence_52.wav,উপহার মোড়ানো হবে?,barishal
sentence_53.wav,dataset/chunks/barishal/bar_cate_03/sentence_53.wav,এটি কি ফেরত দেওয়া যাবে?,barishal
sentence_54.wav,dataset/chunks/barishal/bar_cate_03/sentence_54.wav,রিটার্ন পলিসি কী?,barishal
sentence_55.wav,dataset/chunks/barishal/bar_cate_03/sentence_55.wav,এই কাপড়টি খুব সুন্দর।,barishal
sentence_56.wav,dataset/chunks/barishal/bar_cate_03/sentence_56.wav,এটি কি কটন?,barishal
sentence_57.wav,dataset/chunks/barishal/bar_cate_03/sentence_57.wav,এই পণ্যটি কোথায় তৈরি?,barishal
sentence_58.wav,dataset/chunks/barishal/bar_cate_03/sentence_58.wav,এটি কি ছাড়ে বিক্রি হচ্ছে?,barishal
sentence_59.wav,dataset/chunks/barishal/bar_cate_03/sentence_59.wav,আমি আরও কিছু দেখতে চাই।,barishal
sentence_60.wav,dataset/chunks/barishal/bar_cate_03/sentence_60.wav,আপনার দোকানে কি কার্ড নেওয়া হয়?,barishal
sentence_61.wav,dataset/chunks/barishal/bar_cate_03/sentence_61.wav,মোট বিল কত হলো?,barishal
sentence_62.wav,dataset/chunks/barishal/bar_cate_03/sentence_62.wav,আমি টাকা ভাঙাতে চাই।,barishal
sentence_63.wav,dataset/chunks/barishal/bar_cate_03/sentence_63.wav,ছোট নোট আছে?,barishal
sentence_64.wav,dataset/chunks/barishal/bar_cate_03/sentence_64.wav,এই ফলগুলো ওজন করে দিন।,barishal
sentence_65.wav,dataset/chunks/barishal/bar_cate_03/sentence_65.wav,এক কেজির একটু কম দিন।,barishal
sentence_66.wav,dataset/chunks/barishal/bar_cate_03/sentence_66.wav,আজকে বাজারে ভিড় বেশি।,barishal
sentence_67.wav,dataset/chunks/barishal/bar_cate_03/sentence_67.wav,দাম কেন এত বেশি?,barishal
sentence_68.wav,dataset/chunks/barishal/bar_cate_03/sentence_68.wav,কাল কি দাম কম হবে?,barishal
sentence_69.wav,dataset/chunks/barishal/bar_cate_03/sentence_69.wav,আমি নিয়মিত ক্রেতা।,barishal
sentence_70.wav,dataset/chunks/barishal/bar_cate_03/sentence_70.wav,আবার আসবো।,barishal
sentence_01.wav,dataset/chunks/barishal/bar_cate_04/sentence_01.wav,আমি একটি টেবিল বুক করতে চাই।,barishal
sentence_02.wav,dataset/chunks/barishal/bar_cate_04/sentence_02.wav,দুই জনের জন্য একটি টেবিল দিন।,barishal
sentence_03.wav,dataset/chunks/barishal/bar_cate_04/sentence_03.wav,মেনু কার্ডটি দিন।,barishal
sentence_04.wav,dataset/chunks/barishal/bar_cate_04/sentence_04.wav,আজকের বিশেষ খাবার কী?,barishal
sentence_05.wav,dataset/chunks/barishal/bar_cate_04/sentence_05.wav,আমি ভাত ও মুরগির মাংস চাই।,barishal
sentence_06.wav,dataset/chunks/barishal/bar_cate_04/sentence_06.wav,এই খাবারটি ঝাল কি?,barishal
sentence_07.wav,dataset/chunks/barishal/bar_cate_04/sentence_07.wav,কম ঝাল করে দিন।,barishal
sentence_08.wav,dataset/chunks/barishal/bar_cate_04/sentence_08.wav,আমি নিরামিষ খাবার চাই।,barishal
sentence_09.wav,dataset/chunks/barishal/bar_cate_04/sentence_09.wav,এখানে কি হালাল খাবার পাওয়া যায়?,barishal
sentence_10.wav,dataset/chunks/barishal/bar_cate_04/sentence_10.wav,পানি দিন।,barishal
sentence_11.wav,dataset/chunks/barishal/bar_cate_04/sentence_11.wav,ঠান্ডা পানি আছে?,barishal
sentence_12.wav,dataset/chunks/barishal/bar_cate_04/sentence_12.wav,একটি কোমল পানীয় দিন।,barishal
sentence_13.wav,dataset/chunks/barishal/bar_cate_04/sentence_13.wav,এই খাবারটি খুব সুস্বাদু।,barishal
sentence_14.wav,dataset/chunks/barishal/bar_cate_04/sentence_14.wav,খাবারটি খুব লবণাক্ত।,barishal
sentence_15.wav,dataset/chunks/barishal/bar_cate_04/sentence_15.wav,বিল দিন।,barishal
sentence_16.wav,dataset/chunks/barishal/bar_cate_04/sentence_16.wav,আমি নগদে পরিশোধ করবো।,barishal
