filename,audio_path,transcript,region,category
sentence_34.wav,dataset/chunks/barishal/bar_cate_01/sentence_34.wav,আমি আপনার দেশ সম্পর্কে জানতে চাই।,barishal,bar_cate_01
sentence_35.wav,dataset/chunks/barishal/bar_cate_01/sentence_35.wav,আপনি কোথায় কাজ করেন?,barishal,bar_cate_01
sentence_36.wav,dataset/chunks/barishal/bar_cate_01/sentence_36.wav,আপনার ফোন নম্বর দিতে পারেন?,barishal,bar_cate_01
sentence_37.wav,dataset/chunks/barishal/bar_cate_01/sentence_37.wav,আমি আপনার সাথে পরে কথা বলবো।,barishal,bar_cate_01
sentence_38.wav,dataset/chunks/barishal/bar_cate_01/sentence_38.wav,আপনাকে দেখে ভালো লাগলো।,barishal,bar_cate_01
sentence_39.wav,dataset/chunks/barishal/bar_cate_01/sentence_39.wav,আপনি কি এখানে একা এসেছেন?,barishal,bar_cate_01
sentence_40.wav,dataset/chunks/barishal/bar_cate_01/sentence_40.wav,আমি আমার বন্ধুর সাথে এসেছি।,barishal,bar_cate_01
sentence_41.wav,dataset/chunks/barishal/bar_cate_01/sentence_41.wav,আপনার পেশা কী?,barishal,bar_cate_01
sentence_42.wav,dataset/chunks/barishal/bar_cate_01/sentence_42.wav,আমি একজন শিক্ষক।,barishal,bar_cate_01
sentence_43.wav,dataset/chunks/barishal/bar_cate_01/sentence_43.wav,আপনার সাথে কাজ করতে চাই।,barishal,bar_cate_01
sentence_44.wav,dataset/chunks/barishal/bar_cate_01/sentence_44.wav,আজকে আবহাওয়া সুন্দর।,barishal,bar_cate_01
sentence_45.wav,dataset/chunks/barishal/bar_cate_01/sentence_45.wav,আপনি কি এখানে থাকেন নাকি ভ্রমণে এসেছেন?,barishal,bar_cate_01
sentence_46.wav,dataset/chunks/barishal/bar_cate_01/sentence_46.wav,আমি এই জায়গাটি প্রথমবার দেখছি।,barishal,bar_cate_01
sentence_47.wav,dataset/chunks/barishal/bar_cate_01/sentence_47.wav,আপনার সাথে পরিচয় হওয়া আমার জন্য সম্মানের।,barishal,bar_cate_01
sentence_48.wav,dataset/chunks/barishal/bar_cate_01/sentence_48.wav,আপনি কোন ভাষায় কথা বলেন?,barishal,bar_cate_01
sentence_49.wav,dataset/chunks/barishal/bar_cate_01/sentence_49.wav,আমি আপনার কাছ থেকে শিখতে চাই।,barishal,bar_cate_01
sentence_50.wav,dataset/chunks/barishal/bar_cate_01/sentence_50.wav,আমি খুব আনন্দিত।,barishal,bar_cate_01
sentence_51.wav,dataset/chunks/barishal/bar_cate_01/sentence_51.wav,আপনার দিনটি কেমন কাটছে?,barishal,bar_cate_01
sentence_52.wav,dataset/chunks/barishal/bar_cate_01/sentence_52.wav,আমি একটু দেরি করেছি।,barishal,bar_cate_01
sentence_53.wav,dataset/chunks/barishal/bar_cate_01/sentence_53.wav,আপনাকে অপেক্ষা করানোর জন্য দুঃখিত।,barishal,bar_cate_01
sentence_54.wav,dataset/chunks/barishal/bar_cate_01/sentence_54.wav,আপনার সাথে আবার দেখা হবে আশা করি।,barishal,bar_cate_01
sentence_55.wav,dataset/chunks/barishal/bar_cate_01/sentence_55.wav,আপনি কি কাছাকাছি থাকেন?,barishal,bar_cate_01
sentence_56.wav,dataset/chunks/barishal/bar_cate_01/sentence_56.wav,আমি আপনার সাহায্যের জন্য কৃতজ্ঞ।,barishal,bar_cate_01
sentence_57.wav,dataset/chunks/barishal/bar_cate_01/sentence_57.wav,আপনাকে শুভেচ্ছা জানাই।,barishal,bar_cate_01
sentence_58.wav,dataset/chunks/barishal/bar_cate_01/sentence_58.wav,আপনার দিনটি শুভ হোক।,barishal,bar_cate_01
sentence_59.wav,dataset/chunks/barishal/bar_cate_01/sentence_59.wav,আপনার সাথে কথা বলা আনন্দের ছিল।,barishal,bar_cate_01
sentence_60.wav,dataset/chunks/barishal/bar_cate_01/sentence_60.wav,আমি আপনাকে সম্মান করি।,barishal,bar_cate_01
sentence_61.wav,dataset/chunks/barishal/bar_cate_01/sentence_61.wav,আমি এখানে কাজ শুরু করেছি।,barishal,bar_cate_01
sentence_62.wav,dataset/chunks/barishal/bar_cate_01/sentence_62.wav,আপনি কখন এসেছেন?,barishal,bar_cate_01
sentence_63.wav,dataset/chunks/barishal/bar_cate_01/sentence_63.wav,আমি গতকাল এসেছি।,barishal,bar_cate_01
sentence_64.wav,dataset/chunks/barishal/bar_cate_01/sentence_64.wav,আপনি কতদিন থাকবেন?,barishal,bar_cate_01
sentence_65.wav,dataset/chunks/barishal/bar_cate_01/sentence_65.wav,আমি এক সপ্তাহ থাকবো।,barishal,bar_cate_01
sentence_66.wav,dataset/chunks/barishal/bar_cate_01/sentence_66.wav,আপনার সাথে বন্ধুত্ব করতে চাই।,barishal,bar_cate_01
sentence_67.wav,dataset/chunks/barishal/bar_cate_01/sentence_67.wav,আপনি খুব ভদ্র মানুষ।,barishal,bar_cate_01
sentence_68.wav,dataset/chunks/barishal/bar_cate_01/sentence_68.wav,আমি আপনাকে ধন্যবাদ জানাই।,barishal,bar_cate_01
sentence_69.wav,dataset/chunks/barishal/bar_cate_01/sentence_69.wav,আপনার সাথে দেখা হওয়া সৌভাগ্যের।,barishal,bar_cate_01
sentence_70.wav,dataset/chunks/barishal/bar_cate_01/sentence_70.wav,আমি আপনার সাথে আবার যোগাযোগ করবো।,barishal,bar_cate_01
sentence_01.wav,dataset/chunks/barishal/bar_cate_02/sentence_01.wav,বাস স্ট্যান্ড কোথায়?,barishal,bar_cate_02
sentence_02.wav,dataset/chunks/barishal/bar_cate_02/sentence_02.wav,এই রাস্তাটি কোথায় যায়?,barishal,bar_cate_02
sentence_03.wav,dataset/chunks/barishal/bar_cate_02/sentence_03.wav,রেলওয়ে স্টেশন কত দূরে?,barishal,bar_cate_02
sentence_04.wav,dataset/chunks/barishal/bar_cate_02/sentence_04.wav,বিমানবন্দর যাওয়ার রাস্তা কোনটি?,barishal,bar_cate_02
sentence_05.wav,dataset/chunks/barishal/bar_cate_02/sentence_05.wav,বাজারে যেতে কোন বাসে উঠবো?,barishal,bar_cate_02
sentence_06.wav,dataset/chunks/barishal/bar_cate_02/sentence_06.wav,এই বাস কি ঢাকায় যাবে?,barishal,bar_cate_02
sentence_07.wav,dataset/chunks/barishal/bar_cate_02/sentence_07.wav,ভাড়া কত?,barishal,bar_cate_02
sentence_08.wav,dataset/chunks/barishal/bar_cate_02/sentence_08.wav,রিকশার ভাড়া কত নেবেন?,barishal,bar_cate_02
sentence_09.wav,dataset/chunks/barishal/bar_cate_02/sentence_09.wav,আমাকে হাসপাতালে নিয়ে চলুন।,barishal,bar_cate_02
sentence_10.wav,dataset/chunks/barishal/bar_cate_02/sentence_10.wav,এই ট্রেন কখন ছাড়বে?,barishal,bar_cate_02
sentence_11.wav,dataset/chunks/barishal/bar_cate_02/sentence_11.wav,ট্রেন কত নম্বর প্ল্যাটফর্মে আসবে?,barishal,bar_cate_02
sentence_12.wav,dataset/chunks/barishal/bar_cate_02/sentence_12.wav,এখানে কি টিকিট কাউন্টার আছে?,barishal,bar_cate_02
sentence_13.wav,dataset/chunks/barishal/bar_cate_02/sentence_13.wav,"এক টিকিট দিন, চট্টগ্রামের জন্য।",barishal,bar_cate_02
sentence_14.wav,dataset/chunks/barishal/bar_cate_02/sentence_14.wav,বাস কখন ছাড়বে?,barishal,bar_cate_02
sentence_15.wav,dataset/chunks/barishal/bar_cate_02/sentence_15.wav,এই রাস্তায় কি যানজট হয়?,barishal,bar_cate_02
sentence_16.wav,dataset/chunks/barishal/bar_cate_02/sentence_16.wav,সোজা গেলে কি ব্যাংক পাবো?,barishal,bar_cate_02
sentence_17.wav,dataset/chunks/barishal/bar_cate_02/sentence_17.wav,ডানদিকে গেলে কি হাসপাতাল?,barishal,bar_cate_02
sentence_18.wav,dataset/chunks/barishal/bar_cate_02/sentence_18.wav,বামদিকে মোড় নিন।,barishal,bar_cate_02
sentence_19.wav,dataset/chunks/barishal/bar_cate_02/sentence_19.wav,সোজা এগিয়ে যান।,barishal,bar_cate_02
sentence_20.wav,dataset/chunks/barishal/bar_cate_02/sentence_20.wav,এই জায়গাটা কত দূরে?,barishal,bar_cate_02
sentence_21.wav,dataset/chunks/barishal/bar_cate_02/sentence_21.wav,হাঁটলে কত সময় লাগবে?,barishal,bar_cate_02
sentence_22.wav,dataset/chunks/barishal/bar_cate_02/sentence_22.wav,গাড়ি পাওয়া যাবে কোথায়?,barishal,bar_cate_02
sentence_23.wav,dataset/chunks/barishal/bar_cate_02/sentence_23.wav,এখানে কি উবার পাওয়া যায়?,barishal,bar_cate_02
sentence_24.wav,dataset/chunks/barishal/bar_cate_02/sentence_24.wav,আপনি কি আমাকে পথ দেখাতে পারবেন?,barishal,bar_cate_02
sentence_25.wav,dataset/chunks/barishal/bar_cate_02/sentence_25.wav,এই রাস্তা কি নিরাপদ?,barishal,bar_cate_02
sentence_26.wav,dataset/chunks/barishal/bar_cate_02/sentence_26.wav,এখানে কি পার্কিং আছে?,barishal,bar_cate_02
sentence_27.wav,dataset/chunks/barishal/bar_cate_02/sentence_27.wav,গাড়ি রাখার জায়গা কোথায়?,barishal,bar_cate_02
sentence_28.wav,dataset/chunks/barishal/bar_cate_02/sentence_28.wav,এই ট্রেন কি সময়মতো আসবে?,barishal,bar_cate_02
sentence_29.wav,dataset/chunks/barishal/bar_cate_02/sentence_29.wav,বাসে কি সিট খালি আছে?,barishal,bar_cate_02
sentence_30.wav,dataset/chunks/barishal/bar_cate_02/sentence_30.wav,এই বাস কি সরাসরি যাবে?,barishal,bar_cate_02
sentence_31.wav,dataset/chunks/barishal/bar_cate_02/sentence_31.wav,মাঝপথে কি নামতে পারবো?,barishal,bar_cate_02
sentence_32.wav,dataset/chunks/barishal/bar_cate_02/sentence_32.wav,আমাকে পরের স্টপে নামিয়ে দিন।,barishal,bar_cate_02
sentence_33.wav,dataset/chunks/barishal/bar_cate_02/sentence_33.wav,এই রাস্তা কি শর্টকাট?,barishal,bar_cate_02
sentence_34.wav,dataset/chunks/barishal/bar_cate_02/sentence_34.wav,এখানে কি ট্যাক্সি স্ট্যান্ড আছে?,barishal,bar_cate_02
sentence_35.wav,dataset/chunks/barishal/bar_cate_02/sentence_35.wav,গন্তব্যে পৌঁছাতে কত সময় লাগবে?,barishal,bar_cate_02
sentence_36.wav,dataset/chunks/barishal/bar_cate_02/sentence_36.wav,রিকশা কি পাওয়া যাবে?,barishal,bar_cate_02
sentence_37.wav,dataset/chunks/barishal/bar_cate_02/sentence_37.wav,ট্রেন কি দেরি করছে?,barishal,bar_cate_02
sentence_38.wav,dataset/chunks/barishal/bar_cate_02/sentence_38.wav,এই বাস কোথায় থামে?,barishal,bar_cate_02
sentence_39.wav,dataset/chunks/barishal/bar_cate_02/sentence_39.wav,আপনারা কি রাতের বাস চালান?,barishal,bar_cate_02
sentence_40.wav,dataset/chunks/barishal/bar_cate_02/sentence_40.wav,শেষ বাস কখন?,barishal,bar_cate_02
sentence_41.wav,dataset/chunks/barishal/bar_cate_02/sentence_41.wav,এই রাস্তা কি বন্ধ?,barishal,bar_cate_02
sentence_42.wav,dataset/chunks/barishal/bar_cate_02/sentence_42.wav,বিকল্প রাস্তা কোনটি?,barishal,bar_cate_02
sentence_43.wav,dataset/chunks/barishal/bar_cate_02/sentence_43.wav,এখানে কি সিগন্যাল আছে?,barishal,bar_cate_02
sentence_44.wav,dataset/chunks/barishal/bar_cate_02/sentence_44.wav,রাস্তা কি মেরামত হচ্ছে?,barishal,bar_cate_02
sentence_45.wav,dataset/chunks/barishal/bar_cate_02/sentence_45.wav,আমাকে বিশ্ববিদ্যালয়ে যেতে হবে।,barishal,bar_cate_02
sentence_46.wav,dataset/chunks/barishal/bar_cate_02/sentence_46.wav,বিশ্ববিদ্যালয়ের বাস কোথা থেকে ছাড়ে?,barishal,bar_cate_02
sentence_47.wav,dataset/chunks/barishal/bar_cate_02/sentence_47.wav,টিকিটের দাম কত?,barishal,bar_cate_02
sentence_48.wav,dataset/chunks/barishal/bar_cate_02/sentence_48.wav,এখানে কি মেট্রো স্টেশন আছে?,barishal,bar_cate_02
sentence_49.wav,dataset/chunks/barishal/bar_cate_02/sentence_49.wav,মেট্রো কখন ছাড়ে?,barishal,bar_cate_02
sentence_50.wav,dataset/chunks/barishal/bar_cate_02/sentence_50.wav,এই রাস্তা কি প্রধান সড়ক?,barishal,bar_cate_02
sentence_51.wav,dataset/chunks/barishal/bar_cate_02/sentence_51.wav,আমাকে থানায় যেতে হবে।,barishal,bar_cate_02
sentence_52.wav,dataset/chunks/barishal/bar_cate_02/sentence_52.wav,পুলিশ স্টেশন কোথায়?,barishal,bar_cate_02
sentence_53.wav,dataset/chunks/barishal/bar_cate_02/sentence_53.wav,এই এলাকায় কি বাস চলে?,barishal,bar_cate_02
sentence_54.wav,dataset/chunks/barishal/bar_cate_02/sentence_54.wav,এখানে কি সিএনজি পাওয়া যায়?,barishal,bar_cate_02
sentence_55.wav,dataset/chunks/barishal/bar_cate_02/sentence_55.wav,আমাকে দ্রুত পৌঁছাতে হবে।,barishal,bar_cate_02
sentence_56.wav,dataset/chunks/barishal/bar_cate_02/sentence_56.wav,এখানে কি ফেরি ঘাট আছে?,barishal,bar_cate_02
sentence_57.wav,dataset/chunks/barishal/bar_cate_02/sentence_57.wav,ফেরি কখন ছাড়বে?,barishal,bar_cate_02
sentence_58.wav,dataset/chunks/barishal/bar_cate_02/sentence_58.wav,নদী পার হতে কত সময় লাগবে?,barishal,bar_cate_02
sentence_59.wav,dataset/chunks/barishal/bar_cate_02/sentence_59.wav,এই ট্রেন কি এক্সপ্রেস?,barishal,bar_cate_02
sentence_60.wav,dataset/chunks/barishal/bar_cate_02/sentence_60.wav,এখানে কি বাস বদলাতে হবে?,barishal,bar_cate_02
sentence_61.wav,dataset/chunks/barishal/bar_cate_02/sentence_61.wav,এই বাস কি এয়ারকন্ডিশন্ড?,barishal,bar_cate_02
sentence_62.wav,dataset/chunks/barishal/bar_cate_02/sentence_62.wav,রাস্তায় কি টোল দিতে হয়?,barishal,bar_cate_02
sentence_63.wav,dataset/chunks/barishal/bar_cate_02/sentence_63.wav,টোল কত?,barishal,bar_cate_02
sentence_64.wav,dataset/chunks/barishal/bar_cate_02/sentence_64.wav,এখানে কি রাস্তা নিরাপদ রাতে?,barishal,bar_cate_02
sentence_65.wav,dataset/chunks/barishal/bar_cate_02/sentence_65.wav,আমি পথ হারিয়ে ফেলেছি।,barishal,bar_cate_02
sentence_66.wav,dataset/chunks/barishal/bar_cate_02/sentence_66.wav,আমাকে মানচিত্র দেখাতে পারবেন?,barishal,bar_cate_02
sentence_67.wav,dataset/chunks/barishal/bar_cate_02/sentence_67.wav,কাছাকাছি কোন হোটেল আছে?,barishal,bar_cate_02
sentence_68.wav,dataset/chunks/barishal/bar_cate_02/sentence_68.wav,এই এলাকা কি শহরের ভেতরে?,barishal,bar_cate_02
sentence_69.wav,dataset/chunks/barishal/bar_cate_02/sentence_69.wav,এখানে কি ট্রাফিক বেশি?,barishal,bar_cate_02
sentence_70.wav,dataset/chunks/barishal/bar_cate_02/sentence_70.wav,আমাকে সঠিক দিকটি বলুন।,barishal,bar_cate_02
sentence_01.wav,dataset/chunks/barishal/bar_cate_03/sentence_01.wav,এই জিনিসটির দাম কত?,barishal,bar_cate_03
sentence_02.wav,dataset/chunks/barishal/bar_cate_03/sentence_02.wav,দাম একটু কম হবে?,barishal,bar_cate_03
sentence_03.wav,dataset/chunks/barishal/bar_cate_03/sentence_03.wav,এক কেজি চাল দিন।,barishal,bar_cate_03
sentence_04.wav,dataset/chunks/barishal/bar_cate_03/sentence_04.wav,আধা কেজি চিনি দিন।,barishal,bar_cate_03
sentence_05.wav,dataset/chunks/barishal/bar_cate_03/sentence_05.wav,এটা কি দেশি পণ্য?,barishal,bar_cate_03
sentence_06.wav,dataset/chunks/barishal/bar_cate_03/sentence_06.wav,এটা কি বিদেশি পণ্য?,barishal,bar_cate_03
sentence_07.wav,dataset/chunks/barishal/bar_cate_03/sentence_07.wav,একটু ভালো মানের দেখান।,barishal,bar_cate_03
sentence_08.wav,dataset/chunks/barishal/bar_cate_03/sentence_08.wav,এর থেকে সস্তা কিছু আছে?,barishal,bar_cate_03
sentence_09.wav,dataset/chunks/barishal/bar_cate_03/sentence_09.wav,এটা খুব দামী।,barishal,bar_cate_03
sentence_10.wav,dataset/chunks/barishal/bar_cate_03/sentence_10.wav,আমি এটা কিনতে চাই।,barishal,bar_cate_03
sentence_11.wav,dataset/chunks/barishal/bar_cate_03/sentence_11.wav,আপনার কাছে কি তাজা সবজি আছে?,barishal,bar_cate_03
sentence_12.wav,dataset/chunks/barishal/bar_cate_03/sentence_12.wav,এই ফলগুলো কি আজকের?,barishal,bar_cate_03
sentence_13.wav,dataset/chunks/barishal/bar_cate_03/sentence_13.wav,এক ডজন ডিম দিন।,barishal,bar_cate_03
sentence_14.wav,dataset/chunks/barishal/bar_cate_03/sentence_14.wav,কত টাকা হলো?,barishal,bar_cate_03
sentence_15.wav,dataset/chunks/barishal/bar_cate_03/sentence_15.wav,আমি নগদ পরিশোধ করবো।,barishal,bar_cate_03
sentence_16.wav,dataset/chunks/barishal/bar_cate_03/sentence_16.wav,মোবাইল ব্যাংকিং নেওয়া হয়?,barishal,bar_cate_03
sentence_17.wav,dataset/chunks/barishal/bar_cate_03/sentence_17.wav,বিকাশে টাকা দিতে পারি?,barishal,bar_cate_03
sentence_18.wav,dataset/chunks/barishal/bar_cate_03/sentence_18.wav,একটি ব্যাগ দেবেন?,barishal,bar_cate_03
sentence_19.wav,dataset/chunks/barishal/bar_cate_03/sentence_19.wav,এই কাপড়ের রং কি উঠবে?,barishal,bar_cate_03
sentence_20.wav,dataset/chunks/barishal/bar_cate_03/sentence_20.wav,এই শার্টের অন্য সাইজ আছে?,barishal,bar_cate_03
sentence_21.wav,dataset/chunks/barishal/bar_cate_03/sentence_21.wav,ছোট সাইজ দেখান।,barishal,bar_cate_03
sentence_22.wav,dataset/chunks/barishal/bar_cate_03/sentence_22.wav,বড় সাইজ আছে?,barishal,bar_cate_03
sentence_23.wav,dataset/chunks/barishal/bar_cate_03/sentence_23.wav,আমি নীল রঙেরটি চাই।,barishal,bar_cate_03
sentence_24.wav,dataset/chunks/barishal/bar_cate_03/sentence_24.wav,অন্য রং আছে?,barishal,bar_cate_03
sentence_25.wav,dataset/chunks/barishal/bar_cate_03/sentence_25.wav,এটা কি আসল পণ্য?,barishal,bar_cate_03
sentence_26.wav,dataset/chunks/barishal/bar_cate_03/sentence_26.wav,গ্যারান্টি আছে?,barishal,bar_cate_03
sentence_27.wav,dataset/chunks/barishal/bar_cate_03/sentence_27.wav,রসিদ দিন।,barishal,bar_cate_03
sentence_28.wav,dataset/chunks/barishal/bar_cate_03/sentence_28.wav,আমি পরে এসে নেব।,barishal,bar_cate_03
sentence_29.wav,dataset/chunks/barishal/bar_cate_03/sentence_29.wav,এটা কি ছাড়ে দেওয়া যাবে?,barishal,bar_cate_03
sentence_30.wav,dataset/chunks/barishal/bar_cate_03/sentence_30.wav,আজ কি কোনো অফার আছে?,barishal,bar_cate_03
sentence_31.wav,dataset/chunks/barishal/bar_cate_03/sentence_31.wav,আমি পাইকারি কিনতে চাই।,barishal,bar_cate_03
sentence_32.wav,dataset/chunks/barishal/bar_cate_03/sentence_32.wav,পাইকারি দাম কত?,barishal,bar_cate_03
sentence_33.wav,dataset/chunks/barishal/bar_cate_03/sentence_33.wav,এই পণ্যটি নতুন এসেছে?,barishal,bar_cate_03
sentence_34.wav,dataset/chunks/barishal/bar_cate_03/sentence_34.wav,এর মেয়াদ কতদিন?,barishal,bar_cate_03
sentence_35.wav,dataset/chunks/barishal/bar_cate_03/sentence_35.wav,এই ওষুধের মেয়াদ শেষ হয়েছে?,barishal,bar_cate_03
sentence_36.wav,dataset/chunks/barishal/bar_cate_03/sentence_36.wav,আমাকে ভালো মানের চাল দিন।,barishal,bar_cate_03
sentence_37.wav,dataset/chunks/barishal/bar_cate_03/sentence_37.wav,এই মাছটি কি তাজা?,barishal,bar_cate_03
sentence_38.wav,dataset/chunks/barishal/bar_cate_03/sentence_38.wav,এই মাংস কত কেজি?,barishal,bar_cate_03
sentence_39.wav,dataset/chunks/barishal/bar_cate_03/sentence_39.wav,এক কেজির কম হবে না।,barishal,bar_cate_03
sentence_40.wav,dataset/chunks/barishal/bar_cate_03/sentence_40.wav,একটু কম করে দিন।,barishal,bar_cate_03
sentence_41.wav,dataset/chunks/barishal/bar_cate_03/sentence_41.wav,আমি দরদাম করতে চাই।,barishal,bar_cate_03
sentence_42.wav,dataset/chunks/barishal/bar_cate_03/sentence_42.wav,চূড়ান্ত দাম কত?,barishal,bar_cate_03
sentence_43.wav,dataset/chunks/barishal/bar_cate_03/sentence_43.wav,এই জুতাটি কি টেকসই?,barishal,bar_cate_03
sentence_44.wav,dataset/chunks/barishal/bar_cate_03/sentence_44.wav,এই মোবাইলের দাম কত?,barishal,bar_cate_03
sentence_45.wav,dataset/chunks/barishal/bar_cate_03/sentence_45.wav,এই ফোনে কি গ্যারান্টি আছে?,barishal,bar_cate_03
sentence_46.wav,dataset/chunks/barishal/bar_cate_03/sentence_46.wav,চার্জারটি আলাদা কিনতে হবে?,barishal,bar_cate_03
sentence_47.wav,dataset/chunks/barishal/bar_cate_03/sentence_47.wav,এটি কি ক্যাশ অন ডেলিভারি?,barishal,bar_cate_03
sentence_48.wav,dataset/chunks/barishal/bar_cate_03/sentence_48.wav,আমি অর্ডার দিতে চাই।,barishal,bar_cate_03
sentence_49.wav,dataset/chunks/barishal/bar_cate_03/sentence_49.wav,পণ্যটি কখন ডেলিভারি হবে?,barishal,bar_cate_03
sentence_50.wav,dataset/chunks/barishal/bar_cate_03/sentence_50.wav,এই দোকান কখন বন্ধ হয়?,barishal,bar_cate_03
sentence_51.wav,dataset/chunks/barishal/bar_cate_03/sentence_51.wav,আমি একটা উপহার কিনতে চাই।,barishal,bar_cate_03
sentence_52.wav,dataset/chunks/barishal/bar_cate_03/sentence_52.wav,উপহার মোড়ানো হবে?,barishal,bar_cate_03
sentence_53.wav,dataset/chunks/barishal/bar_cate_03/sentence_53.wav,এটি কি ফেরত দেওয়া যাবে?,barishal,bar_cate_03
sentence_54.wav,dataset/chunks/barishal/bar_cate_03/sentence_54.wav,রিটার্ন পলিসি কী?,barishal,bar_cate_03
sentence_55.wav,dataset/chunks/barishal/bar_cate_03/sentence_55.wav,এই কাপড়টি খুব সুন্দর।,barishal,bar_cate_03
sentence_56.wav,dataset/chunks/barishal/bar_cate_03/sentence_56.wav,এটি কি কটন?,barishal,bar_cate_03
sentence_57.wav,dataset/chunks/barishal/bar_cate_03/sentence_57.wav,এই পণ্যটি কোথায় তৈরি?,barishal,bar_cate_03
sentence_58.wav,dataset/chunks/barishal/bar_cate_03/sentence_58.wav,এটি কি ছাড়ে বিক্রি হচ্ছে?,barishal,bar_cate_03
sentence_59.wav,dataset/chunks/barishal/bar_cate_03/sentence_59.wav,আমি আরও কিছু দেখতে চাই।,barishal,bar_cate_03
