filename,audio_path,transcript,region,category_id,speaker_id,gender
sentence_10.wav,dataset/chunks/barishal/bar_cate_03/sentence_10.wav,আমি এটা কিনতে চাই।,barishal,cate_03,SPK_07,Male
sentence_11.wav,dataset/chunks/barishal/bar_cate_03/sentence_11.wav,আপনার কাছে কি তাজা সবজি আছে?,barishal,cate_03,SPK_07,Male
sentence_12.wav,dataset/chunks/barishal/bar_cate_03/sentence_12.wav,এই ফলগুলো কি আজকের?,barishal,cate_03,SPK_07,Male
sentence_13.wav,dataset/chunks/barishal/bar_cate_03/sentence_13.wav,এক ডজন ডিম দিন।,barishal,cate_03,SPK_07,Male
sentence_14.wav,dataset/chunks/barishal/bar_cate_03/sentence_14.wav,কত টাকা হলো?,barishal,cate_03,SPK_07,Male
sentence_15.wav,dataset/chunks/barishal/bar_cate_03/sentence_15.wav,আমি নগদ পরিশোধ করবো।,barishal,cate_03,SPK_07,Male
sentence_16.wav,dataset/chunks/barishal/bar_cate_03/sentence_16.wav,মোবাইল ব্যাংকিং নেওয়া হয়?,barishal,cate_03,SPK_07,Male
sentence_17.wav,dataset/chunks/barishal/bar_cate_03/sentence_17.wav,বিকাশে টাকা দিতে পারি?,barishal,cate_03,SPK_07,Male
sentence_18.wav,dataset/chunks/barishal/bar_cate_03/sentence_18.wav,একটি ব্যাগ দেবেন?,barishal,cate_03,SPK_07,Male
sentence_19.wav,dataset/chunks/barishal/bar_cate_03/sentence_19.wav,এই কাপড়ের রং কি উঠবে?,barishal,cate_03,SPK_07,Male
sentence_20.wav,dataset/chunks/barishal/bar_cate_03/sentence_20.wav,এই শার্টের অন্য সাইজ আছে?,barishal,cate_03,SPK_07,Male
sentence_21.wav,dataset/chunks/barishal/bar_cate_03/sentence_21.wav,ছোট সাইজ দেখান।,barishal,cate_03,SPK_07,Male
sentence_22.wav,dataset/chunks/barishal/bar_cate_03/sentence_22.wav,বড় সাইজ আছে?,barishal,cate_03,SPK_07,Male
sentence_23.wav,dataset/chunks/barishal/bar_cate_03/sentence_23.wav,আমি নীল রঙেরটি চাই।,barishal,cate_03,SPK_07,Male
sentence_24.wav,dataset/chunks/barishal/bar_cate_03/sentence_24.wav,অন্য রং আছে?,barishal,cate_03,SPK_07,Male
sentence_25.wav,dataset/chunks/barishal/bar_cate_03/sentence_25.wav,এটা কি আসল পণ্য?,barishal,cate_03,SPK_07,Male
sentence_26.wav,dataset/chunks/barishal/bar_cate_03/sentence_26.wav,গ্যারান্টি আছে?,barishal,cate_03,SPK_07,Male
sentence_27.wav,dataset/chunks/barishal/bar_cate_03/sentence_27.wav,রসিদ দিন।,barishal,cate_03,SPK_07,Male
sentence_28.wav,dataset/chunks/barishal/bar_cate_03/sentence_28.wav,আমি পরে এসে নেব।,barishal,cate_03,SPK_07,Male
sentence_29.wav,dataset/chunks/barishal/bar_cate_03/sentence_29.wav,এটা কি ছাড়ে দেওয়া যাবে?,barishal,cate_03,SPK_07,Male
sentence_30.wav,dataset/chunks/barishal/bar_cate_03/sentence_30.wav,আজ কি কোনো অফার আছে?,barishal,cate_03,SPK_07,Male
sentence_31.wav,dataset/chunks/barishal/bar_cate_03/sentence_31.wav,আমি পাইকারি কিনতে চাই।,barishal,cate_03,SPK_07,Male
sentence_32.wav,dataset/chunks/barishal/bar_cate_03/sentence_32.wav,পাইকারি দাম কত?,barishal,cate_03,SPK_07,Male
sentence_33.wav,dataset/chunks/barishal/bar_cate_03/sentence_33.wav,এই পণ্যটি নতুন এসেছে?,barishal,cate_03,SPK_07,Male
sentence_34.wav,dataset/chunks/barishal/bar_cate_03/sentence_34.wav,এর মেয়াদ কতদিন?,barishal,cate_03,SPK_07,Male
sentence_35.wav,dataset/chunks/barishal/bar_cate_03/sentence_35.wav,এই ওষুধের মেয়াদ শেষ হয়েছে?,barishal,cate_03,SPK_07,Male
sentence_36.wav,dataset/chunks/barishal/bar_cate_03/sentence_36.wav,আমাকে ভালো মানের চাল দিন।,barishal,cate_03,SPK_07,Male
sentence_37.wav,dataset/chunks/barishal/bar_cate_03/sentence_37.wav,এই মাছটি কি তাজা?,barishal,cate_03,SPK_07,Male
sentence_38.wav,dataset/chunks/barishal/bar_cate_03/sentence_38.wav,এই মাংস কত কেজি?,barishal,cate_03,SPK_07,Male
sentence_39.wav,dataset/chunks/barishal/bar_cate_03/sentence_39.wav,এক কেজির কম হবে না।,barishal,cate_03,SPK_07,Male
sentence_40.wav,dataset/chunks/barishal/bar_cate_03/sentence_40.wav,একটু কম করে দিন।,barishal,cate_03,SPK_07,Male
sentence_41.wav,dataset/chunks/barishal/bar_cate_03/sentence_41.wav,আমি দরদাম করতে চাই।,barishal,cate_03,SPK_07,Male
sentence_42.wav,dataset/chunks/barishal/bar_cate_03/sentence_42.wav,চূড়ান্ত দাম কত?,barishal,cate_03,SPK_07,Male
sentence_43.wav,dataset/chunks/barishal/bar_cate_03/sentence_43.wav,এই জুতাটি কি টেকসই?,barishal,cate_03,SPK_07,Male
